UK BANK HOLIDAYS

1-Jan-1998
10-Apr-1998
13-Apr-1998
4-May-1998
25-May-1998
31-Aug-1998
25-Dec-1998
28-Dec-1998
1-Jan-1999
2-Apr-1999
5-Apr-1999
3-May-1999
31-May-1999
30-Aug-1999
27-Dec-1999
28-Dec-1999
31-Dec-1999
3-Jan-2000
21-Apr-2000
24-Apr-2000
1-May-2000
29-May-2000
28-Aug-2000
25-Dec-2000
26-Dec-2000
1-Jan-2001
13-Apr-2001
16-Apr-2001
7-May-2001
28-May-2001
27-Aug-2001
25-Dec-2001
26-Dec-2001
1-Jan-2002
29-Mar-2002
1-Apr-2002
6-May-2002
3-Jun-2002
4-Jun-2002
26-Aug-2002
25-Dec-2002
26-Dec-2002
1-Jan-2003
18-Apr-2003
21-Apr-2003
5-May-2003
26-May-2003
25-Aug-2003
25-Dec-2003
26-Dec-2003
1-Jan-2004
9-Apr-2004
12-Apr-2004
3-May-2004
31-May-2004
30-Aug-2004
27-Dec-2004
28-Dec-2004
3-Jan-2005
25-Mar-2005
28-Mar-2005
2-May-2005
30-May-2005
29-Aug-2005
26-Dec-2005
27-Dec-2005
2-Jan-2006
14-Apr-2006
17-Apr-2006
1-May-2006
29-May-2006
28-Aug-2006
25-Dec-2006
26-Dec-2006
1-Jan-2007
6-Apr-2007
9-Apr-2007
7-May-2007
28-May-2007
27-Aug-2007
25-Dec-2007
26-Dec-2007
1-Jan-2008
21-Mar-2008
24-Mar-2008
5-May-2008
26-May-2008
25-Aug-2008
25-Dec-2008
26-Dec-2008
1-Jan-2009
10-Apr-2009
13-Apr-2009
4-May-2009
25-May-2009
31-Aug-2009
25-Dec-2009
28-Dec-2009
1-Jan-2010
2-Apr-2010
5-Apr-2010
3-May-2010
31-May-2010
30-Aug-2010
27-Dec-2010
28-Dec-2010
3-Jan-2011
22-Apr-2011
25-Apr-2011
29-Apr-2011
2-May-2011
30-May-2011
29-Aug-2011
26-Dec-2011
27-Dec-2011
2-Jan-2012
6-Apr-2012
9-Apr-2012
7-May-2012
4-Jun-2012
5-Jun-2012
27-Aug-2012
25-Dec-2012
26-Dec-2012
1-Jan-2013
29-Mar-2013
1-Apr-2013
6-May-2013
27-May-2013
26-Aug-2013
25-Dec-2013
26-Dec-2013
1-Jan-2014
18-Apr-2014
21-Apr-2014
5-May-2014
26-May-2014
25-Aug-2014
25-Dec-2014
26-Dec-2014
1-Jan-2015
3-Apr-2015
6-Apr-2015
4-May-2015
25-May-2015
31-Aug-2015
25-Dec-2015
28-Dec-2015
1-Jan-2016
25-Mar-2016
28-Mar-2016
2-May-2016
30-May-2016
29-Aug-2016
26-Dec-2016
27-Dec-2016
2-Jan-2017
14-Apr-2017
17-Apr-2017
1-May-2017
29-May-2017
28-Aug-2017
25-Dec-2017
26-Dec-2017
1-Jan-2018
30-Mar-2018
2-Apr-2018
7-May-2018
28-May-2018
27-Aug-2018
25-Dec-2018
26-Dec-2018
1-Jan-2019
19-Apr-2019
22-Apr-2019
6-May-2019
27-May-2019
26-Aug-2019
25-Dec-2019
26-Dec-2019
1-Jan-2020
10-Apr-2020
13-Apr-2020
4-May-2020
25-May-2020
31-Aug-2020
25-Dec-2020
28-Dec-2020
1-Jan-2021
2-Apr-2021
5-Apr-2021
3-May-2021
31-May-2021
30-Aug-2021
27-Dec-2021
28-Dec-2021
3-Jan-2022
15-Apr-2022
18-Apr-2022
2-May-2022
30-May-2022
29-Aug-2022
26-Dec-2022
27-Dec-2022
2-Jan-2023
7-Apr-2023
10-Apr-2023
1-May-2023
29-May-2023
28-Aug-2023
25-Dec-2023
26-Dec-2023
1-Jan-2024
29-Mar-2024
1-Apr-2024
6-May-2024
27-May-2024
26-Aug-2024
25-Dec-2024
26-Dec-2024
1-Jan-2025
18-Apr-2025
21-Apr-2025
5-May-2025
26-May-2025
25-Aug-2025
25-Dec-2025
26-Dec-2025
1-Jan-2026
3-Apr-2026
6-Apr-2026
4-May-2026
25-May-2026
31-Aug-2026
25-Dec-2026
28-Dec-2026
1-Jan-2027
26-Mar-2027
29-Mar-2027
3-May-2027
31-May-2027
30-Aug-2027
27-Dec-2027
28-Dec-2027
3-Jan-2028
14-Apr-2028
17-Apr-2028
1-May-2028
29-May-2028
28-Aug-2028
25-Dec-2028
26-Dec-2028
1-Jan-2029
30-Mar-2029
2-Apr-2029
7-May-2029
28-May-2029
27-Aug-2029
25-Dec-2029
26-Dec-2029
1-Jan-2030
19-Apr-2030
22-Apr-2030
6-May-2030
27-May-2030
26-Aug-2030
25-Dec-2030
26-Dec-2030
1-Jan-2031
11-Apr-2031
14-Apr-2031
5-May-2031
26-May-2031
25-Aug-2031
25-Dec-2031
26-Dec-2031
1-Jan-2032
26-Mar-2032
29-Mar-2032
3-May-2032
31-May-2032
30-Aug-2032
27-Dec-2032
28-Dec-2032
3-Jan-2033
15-Apr-2033
18-Apr-2033
2-May-2033
30-May-2033
29-Aug-2033
26-Dec-2033
27-Dec-2033
2-Jan-2034
7-Apr-2034
10-Apr-2034
1-May-2034
29-May-2034
28-Aug-2034
25-Dec-2034
26-Dec-2034
1-Jan-2035
23-Mar-2035
26-Mar-2035
7-May-2035
28-May-2035
27-Aug-2035
25-Dec-2035
26-Dec-2035
1-Jan-2036
11-Apr-2036
14-Apr-2036
5-May-2036
26-May-2036
25-Aug-2036
25-Dec-2036
26-Dec-2036
1-Jan-2037
3-Apr-2037
6-Apr-2037
4-May-2037
25-May-2037
31-Aug-2037
25-Dec-2037
28-Dec-2037
1-Jan-2038
23-Apr-2038
26-Apr-2038
3-May-2038
31-May-2038
30-Aug-2038
27-Dec-2038
28-Dec-2038
3-Jan-2039
8-Apr-2039
11-Apr-2039
2-May-2039
30-May-2039
29-Aug-2039
26-Dec-2039
27-Dec-2039
2-Jan-2040
30-Mar-2040
2-Apr-2040
7-May-2040
28-May-2040
27-Aug-2040
25-Dec-2040
26-Dec-2040
1-Jan-2041
19-Apr-2041
22-Apr-2041
6-May-2041
27-May-2041
26-Aug-2041
25-Dec-2041
26-Dec-2041
1-Jan-2042
4-Apr-2042
7-Apr-2042
5-May-2042
26-May-2042
25-Aug-2042
25-Dec-2042
26-Dec-2042
1-Jan-2043
27-Mar-2043
30-Mar-2043
4-May-2043
25-May-2043
31-Aug-2043
25-Dec-2043
28-Dec-2043
1-Jan-2044
15-Apr-2044
18-Apr-2044
2-May-2044
30-May-2044
29-Aug-2044
26-Dec-2044
27-Dec-2044
2-Jan-2045
7-Apr-2045
10-Apr-2045
1-May-2045
29-May-2045
28-Aug-2045
25-Dec-2045
26-Dec-2045
1-Jan-2046
23-Mar-2046
26-Mar-2046
7-May-2046
28-May-2046
27-Aug-2046
25-Dec-2046
26-Dec-2046
1-Jan-2047
12-Apr-2047
15-Apr-2047
6-May-2047
27-May-2047
26-Aug-2047
25-Dec-2047
26-Dec-2047
1-Jan-2048
3-Apr-2048
6-Apr-2048
4-May-2048
25-May-2048
31-Aug-2048
25-Dec-2048
28-Dec-2048
1-Jan-2049
16-Apr-2049
19-Apr-2049
3-May-2049
31-May-2049
30-Aug-2049
27-Dec-2049
28-Dec-2049
3-Jan-2050
8-Apr-2050
11-Apr-2050
2-May-2050
30-May-2050
29-Aug-2050
26-Dec-2050
27-Dec-2050
2-Jan-2051
31-Mar-2051
3-Apr-2051
1-May-2051
29-May-2051
28-Aug-2051
25-Dec-2051
26-Dec-2051
1-Jan-2052
19-Apr-2052
22-Apr-2052
6-May-2052
27-May-2052
26-Aug-2052
25-Dec-2052
26-Dec-2052
1-Jan-2053
4-Apr-2053
7-Apr-2053
5-May-2053
26-May-2053
25-Aug-2053
25-Dec-2053
26-Dec-2053
1-Jan-2054
27-Mar-2054
30-Mar-2054
4-May-2054
25-May-2054
31-Aug-2054
25-Dec-2054
28-Dec-2054
1-Jan-2055
16-Apr-2055
19-Apr-2055
3-May-2055
31-May-2055
30-Aug-2055
27-Dec-2055
28-Dec-2055
3-Jan-2056
31-Mar-2056
3-Apr-2056
1-May-2056
29-May-2056
28-Aug-2056
25-Dec-2056
26-Dec-2056
1-Jan-2057
20-Apr-2057
23-Apr-2057
7-May-2057
28-May-2057
27-Aug-2057
25-Dec-2057
26-Dec-2057
1-Jan-2058
12-Apr-2058
15-Apr-2058
6-May-2058
27-May-2058
26-Aug-2058
25-Dec-2058
26-Dec-2058
1-Jan-2059
28-Mar-2059
31-Mar-2059
5-May-2059
26-May-2059
25-Aug-2059
25-Dec-2059
26-Dec-2059
1-Jan-2060
16-Apr-2060
19-Apr-2060
3-May-2060
31-May-2060
30-Aug-2060
27-Dec-2060
28-Dec-2060
3-Jan-2061
8-Apr-2061
11-Apr-2061
2-May-2061
30-May-2061
29-Aug-2061
26-Dec-2061
27-Dec-2061
2-Jan-2062
24-Mar-2062
27-Mar-2062
1-May-2062
29-May-2062
28-Aug-2062
25-Dec-2062
26-Dec-2062
1-Jan-2063
13-Apr-2063
16-Apr-2063
7-May-2063
28-May-2063
27-Aug-2063
25-Dec-2063
26-Dec-2063
1-Jan-2064
4-Apr-2064
7-Apr-2064
5-May-2064
26-May-2064
25-Aug-2064
25-Dec-2064
26-Dec-2064
1-Jan-2065
27-Mar-2065
30-Mar-2065
4-May-2065
25-May-2065
31-Aug-2065
25-Dec-2065
28-Dec-2065
1-Jan-2066
9-Apr-2066
12-Apr-2066
3-May-2066
31-May-2066
30-Aug-2066
27-Dec-2066
28-Dec-2066
3-Jan-2067
1-Apr-2067
4-Apr-2067
2-May-2067
30-May-2067
29-Aug-2067
26-Dec-2067
27-Dec-2067
2-Jan-2068
20-Apr-2068
23-Apr-2068
7-May-2068
28-May-2068
27-Aug-2068
25-Dec-2068
26-Dec-2068
1-Jan-2069
12-Apr-2069
15-Apr-2069
6-May-2069
27-May-2069
26-Aug-2069
25-Dec-2069
26-Dec-2069
1-Jan-2070
28-Mar-2070
31-Mar-2070
5-May-2070
26-May-2070
25-Aug-2070
25-Dec-2070
26-Dec-2070
1-Jan-2071
17-Apr-2071
20-Apr-2071
4-May-2071
25-May-2071
31-Aug-2071
25-Dec-2071
28-Dec-2071
1-Jan-2072
8-Apr-2072
11-Apr-2072
2-May-2072
30-May-2072
29-Aug-2072
26-Dec-2072
27-Dec-2072
2-Jan-2073
24-Mar-2073
27-Mar-2073
1-May-2073
29-May-2073
28-Aug-2073
25-Dec-2073
26-Dec-2073
1-Jan-2074
13-Apr-2074
16-Apr-2074
7-May-2074
28-May-2074
27-Aug-2074
25-Dec-2074
26-Dec-2074
1-Jan-2075
5-Apr-2075
8-Apr-2075
6-May-2075
27-May-2075
26-Aug-2075
25-Dec-2075
26-Dec-2075
1-Jan-2076
17-Apr-2076
20-Apr-2076
4-May-2076
25-May-2076
31-Aug-2076
25-Dec-2076
28-Dec-2076
1-Jan-2077
9-Apr-2077
12-Apr-2077
3-May-2077
31-May-2077
30-Aug-2077
27-Dec-2077
28-Dec-2077
3-Jan-2078
1-Apr-2078
4-Apr-2078
2-May-2078
30-May-2078
29-Aug-2078
26-Dec-2078
27-Dec-2078
2-Jan-2079
21-Apr-2079
24-Apr-2079
1-May-2079
29-May-2079
28-Aug-2079
25-Dec-2079
26-Dec-2079
1-Jan-2080
5-Apr-2080
8-Apr-2080
6-May-2080
27-May-2080
26-Aug-2080
25-Dec-2080
26-Dec-2080
1-Jan-2081
28-Mar-2081
31-Mar-2081
5-May-2081
26-May-2081
25-Aug-2081
25-Dec-2081
26-Dec-2081
1-Jan-2082
17-Apr-2082
20-Apr-2082
4-May-2082
25-May-2082
31-Aug-2082
25-Dec-2082
28-Dec-2082
1-Jan-2083
2-Apr-2083
5-Apr-2083
3-May-2083
31-May-2083
30-Aug-2083
27-Dec-2083
28-Dec-2083
3-Jan-2084
24-Mar-2084
27-Mar-2084
1-May-2084
29-May-2084
28-Aug-2084
25-Dec-2084
26-Dec-2084
1-Jan-2085
13-Apr-2085
16-Apr-2085
7-May-2085
28-May-2085
27-Aug-2085
25-Dec-2085
26-Dec-2085
1-Jan-2086
29-Mar-2086
1-Apr-2086
6-May-2086
27-May-2086
26-Aug-2086
25-Dec-2086
26-Dec-2086
1-Jan-2087
18-Apr-2087
21-Apr-2087
5-May-2087
26-May-2087
25-Aug-2087
25-Dec-2087
26-Dec-2087
1-Jan-2088
9-Apr-2088
12-Apr-2088
3-May-2088
31-May-2088
30-Aug-2088
27-Dec-2088
28-Dec-2088
3-Jan-2089
1-Apr-2089
4-Apr-2089
2-May-2089
30-May-2089
29-Aug-2089
26-Dec-2089
27-Dec-2089
2-Jan-2090
14-Apr-2090
17-Apr-2090
1-May-2090
29-May-2090
28-Aug-2090
25-Dec-2090
26-Dec-2090
1-Jan-2091
6-Apr-2091
9-Apr-2091
7-May-2091
28-May-2091
27-Aug-2091
25-Dec-2091
26-Dec-2091
1-Jan-2092
28-Mar-2092
31-Mar-2092
5-May-2092
26-May-2092
25-Aug-2092
25-Dec-2092
26-Dec-2092
1-Jan-2093
10-Apr-2093
13-Apr-2093
4-May-2093
25-May-2093
31-Aug-2093
25-Dec-2093
28-Dec-2093
1-Jan-2094
2-Apr-2094
5-Apr-2094
3-May-2094
31-May-2094
30-Aug-2094
27-Dec-2094
28-Dec-2094
3-Jan-2095
22-Apr-2095
25-Apr-2095
2-May-2095
30-May-2095
29-Aug-2095
26-Dec-2095
27-Dec-2095
2-Jan-2096
13-Apr-2096
16-Apr-2096
7-May-2096
28-May-2096
27-Aug-2096
25-Dec-2096
26-Dec-2096
1-Jan-2097
29-Mar-2097
1-Apr-2097
6-May-2097
27-May-2097
26-Aug-2097
25-Dec-2097
26-Dec-2097
1-Jan-2098
18-Apr-2098
21-Apr-2098
5-May-2098
26-May-2098
25-Aug-2098
25-Dec-2098
26-Dec-2098
1-Jan-2099
10-Apr-2099
13-Apr-2099
4-May-2099
25-May-2099
31-Aug-2099
25-Dec-2099
28-Dec-2099
1-Jan-2100
26-Mar-2100
29-Mar-2100
3-May-2100
31-May-2100
30-Aug-2100
27-Dec-2100
28-Dec-2100
3-Jan-2101
15-Apr-2101
18-Apr-2101
2-May-2101
30-May-2101
29-Aug-2101
26-Dec-2101
27-Dec-2101
2-Jan-2102
7-Apr-2102
10-Apr-2102
1-May-2102
29-May-2102
28-Aug-2102
25-Dec-2102
26-Dec-2102
1-Jan-2103
23-Mar-2103
26-Mar-2103
7-May-2103
28-May-2103
27-Aug-2103
25-Dec-2103
26-Dec-2103
1-Jan-2104
11-Apr-2104
14-Apr-2104
5-May-2104
26-May-2104
25-Aug-2104
25-Dec-2104
26-Dec-2104
1-Jan-2105
3-Apr-2105
6-Apr-2105
4-May-2105
25-May-2105
31-Aug-2105
25-Dec-2105
28-Dec-2105
1-Jan-2106
16-Apr-2106
19-Apr-2106
3-May-2106
31-May-2106
30-Aug-2106
27-Dec-2106
28-Dec-2106
3-Jan-2107
8-Apr-2107
11-Apr-2107
2-May-2107
30-May-2107
29-Aug-2107
26-Dec-2107
27-Dec-2107
2-Jan-2108
30-Mar-2108
2-Apr-2108
7-May-2108
28-May-2108
27-Aug-2108
25-Dec-2108
26-Dec-2108
1-Jan-2109
19-Apr-2109
22-Apr-2109
6-May-2109
27-May-2109
26-Aug-2109
25-Dec-2109
26-Dec-2109
1-Jan-2110
4-Apr-2110
7-Apr-2110
5-May-2110
26-May-2110
25-Aug-2110
25-Dec-2110
26-Dec-2110
