TaskNumber,EstimateOn,StartedOn,CompletedOn
5829,03-Jul-06,05-Jul-06,07-Jan-08
5830,03-Jul-06,05-Jul-06,05-Jul-06
5831,03-Jul-06,03-Jul-06,04-Aug-06
5831,03-Jul-06,03-Jul-06,04-Aug-06
5831,03-Jul-06,03-Jul-06,04-Aug-06
5831,03-Jul-06,03-Jul-06,04-Aug-06
5831,03-Jul-06,03-Jul-06,04-Aug-06
5832,03-Jul-06,03-Jul-06,03-Jul-06
5833,03-Jul-06,03-Jul-06,22-Feb-07
5833,03-Jul-06,03-Jul-06,22-Feb-07
5834,03-Jul-06,03-Jul-06,11-Jul-06
5835,03-Jul-06,03-Jul-06,11-Jul-06
5836,03-Jul-06,03-Jul-06,31-Jul-06
5836,03-Jul-06,03-Jul-06,31-Jul-06
5837,03-Jul-06,03-Jul-06,23-Nov-07
5838,04-Jul-06,04-Jul-06,27-Oct-06
5839,04-Jul-06,05-Jul-06,06-Jul-06
5840,04-Jul-06,05-Jul-06,05-Jul-06
5841,04-Jul-06,04-Jul-06,16-Oct-06
5841,04-Jul-06,04-Jul-06,16-Oct-06
5843,04-Jul-06,04-Jul-06,04-Jul-06
5844,04-Jul-06,04-Jul-06,04-Jul-06
5844,04-Jul-06,04-Jul-06,04-Jul-06
5845,04-Jul-06,04-Jul-06,04-Jul-06
5846,04-Jul-06,04-Jul-06,04-Jul-06
5847,04-Jul-06,04-Jul-06,04-Jul-06
5848,04-Jul-06,04-Jul-06,11-Jul-06
5851,05-Jul-06,05-Jul-06,06-Jul-06
5851,05-Jul-06,05-Jul-06,06-Jul-06
5852,05-Jul-06,05-Jul-06,05-Jul-06
5854,06-Jul-06,06-Jul-06,11-Jul-06
5855,05-Jul-06,05-Jul-06,05-Jul-06
5856,05-Jul-06,05-Jul-06,17-Jul-06
5856,05-Jul-06,05-Jul-06,17-Jul-06
5857,05-Jul-06,06-Jul-06,06-Jul-06
5859,05-Jul-06,05-Jul-06,17-Jul-07
5860,05-Jul-06,05-Jul-06,05-Jul-06
5861,05-Jul-06,05-Jul-06,11-Jul-06
5863,06-Jul-06,06-Jul-06,06-Jul-06
5865,06-Jul-06,06-Jul-06,17-Jul-07
5866,06-Jul-06,06-Jul-06,18-Jul-07
5867,06-Jul-06,06-Jul-06,18-Jul-07
5868,06-Jul-06,06-Jul-06,18-Jul-07
5869,06-Jul-06,06-Jul-06,12-Sep-07
5870,06-Jul-06,06-Jul-06,06-Jul-06
5871,06-Jul-06,06-Jul-06,14-Mar-08
5872,07-Jul-06,07-Jul-06,13-May-08
5873,07-Jul-06,07-Jul-06,17-Jul-06
5874,07-Jul-06,07-Jul-06,07-Jul-06
5875,07-Jul-06,07-Jul-06,07-Jul-06
5877,07-Jul-06,07-Jul-06,07-Jul-06
5879,07-Jul-06,07-Jul-06,12-Sep-07
5880,07-Jul-06,07-Jul-06,12-Sep-07
5881,07-Jul-06,07-Jul-06,12-Sep-07
5882,07-Jul-06,07-Jul-06,12-Sep-07
5883,07-Jul-06,07-Jul-06,11-Jul-06
5884,08-Jul-06,08-Jul-06,12-Jul-06
5885,10-Jul-06,10-Jul-06,10-Jul-06
5886,10-Jul-06,,
5888,10-Jul-06,11-Jul-06,11-Jul-06
5894,14-Jul-06,14-Jul-06,14-Jul-06
5895,10-Jul-06,10-Jul-06,10-Jul-06
5897,10-Jul-06,10-Jul-06,10-Jul-06
5898,10-Jul-06,10-Jul-06,10-Jul-06
5899,10-Jul-06,10-Jul-06,11-Jul-06
5899,10-Jul-06,10-Jul-06,11-Jul-06
5900,10-Jul-06,10-Jul-06,11-Jul-06
5900,10-Jul-06,10-Jul-06,11-Jul-06
5901,10-Jul-06,10-Jul-06,12-Sep-07
5902,10-Jul-06,10-Jul-06,12-Sep-07
5903,11-Jul-06,11-Jul-06,13-May-08
5903,11-Jul-06,11-Jul-06,13-May-08
5904,11-Jul-06,11-Jul-06,12-Sep-07
5905,11-Jul-06,11-Jul-06,12-Sep-07
5906,11-Jul-06,11-Jul-06,12-Sep-07
5907,11-Jul-06,11-Jul-06,12-Sep-07
5908,11-Jul-06,11-Jul-06,12-Sep-07
5909,11-Jul-06,11-Jul-06,12-Sep-07
5910,11-Jul-06,11-Jul-06,12-Sep-07
5911,11-Jul-06,11-Jul-06,25-Jul-06
5912,12-Jul-06,12-Jul-06,12-Jul-06
5913,12-Jul-06,08-Jan-07,08-Jan-07
5914,12-Sep-06,12-Sep-06,22-Dec-06
5915,12-Jul-06,12-Jul-06,12-Jul-06
5916,12-Jul-06,05-Sep-06,05-Sep-06
5917,12-Jul-06,13-Jul-06,14-Jul-06
5918,12-Jul-06,12-Jul-06,22-Feb-07
5919,12-Jul-06,12-Jul-06,12-Jul-06
5920,12-Jul-06,12-Jul-06,13-Jul-06
5921,12-Jul-06,12-Jul-06,12-Sep-07
5922,12-Jul-06,12-Jul-06,12-Sep-07
5923,12-Jul-06,12-Jul-06,12-Jul-06
5924,12-Jul-06,12-Jul-06,12-Sep-07
5925,13-Jul-06,13-Jul-06,25-Jul-06
5927,13-Jul-06,13-Jul-06,08-Nov-07
5928,13-Jul-06,13-Jul-06,08-Nov-07
5929,13-Jul-06,13-Jul-06,13-Jul-06
5930,13-Jul-06,13-Jul-06,13-Jul-06
5931,13-Jul-06,13-Jul-06,13-Jul-06
5932,13-Jul-06,,14-Jul-06
5933,14-Jul-06,14-Jul-06,14-Jul-06
5934,14-Jul-06,14-Jul-06,19-Jul-06
5935,14-Jul-06,,
5936,14-Jul-06,14-Jul-06,17-Jul-06
5937,14-Jul-06,14-Jul-06,14-Aug-07
5938,14-Jul-06,14-Jul-06,08-Jan-07
5939,14-Jul-06,14-Jul-06,14-Jul-06
5940,14-Jul-06,14-Jul-06,08-Nov-07
5941,14-Jul-06,14-Jul-06,08-Nov-07
5942,14-Jul-06,14-Jul-06,17-Jul-06
5943,16-Jul-06,16-Jul-06,
5944,17-Jul-06,,27-Jul-06
5944,17-Jul-06,,27-Jul-06
5945,17-Jul-06,17-Jul-06,08-Nov-07
5946,17-Jul-06,17-Jul-06,08-Nov-07
5948,17-Jul-06,17-Jul-06,18-Jul-06
5949,17-Jul-06,17-Jul-06,17-Oct-07
5950,17-Jul-06,17-Jul-06,
5951,17-Jul-06,20-Jul-06,31-Jul-06
5951,17-Jul-06,20-Jul-06,31-Jul-06
5952,17-Jul-06,17-Jul-06,17-Jul-06
5952,17-Jul-06,17-Jul-06,17-Jul-06
5953,17-Jul-06,17-Jul-06,25-Jul-06
5955,18-Jul-06,08-Jan-07,09-Jan-07
5956,18-Jul-06,18-Jul-06,18-Jul-06
5958,18-Jul-06,18-Jul-06,18-Jul-06
5959,18-Jul-06,18-Jul-06,18-Jul-06
5960,18-Jul-06,18-Jul-06,21-Jul-06
5961,18-Jul-06,18-Jul-06,27-Jul-06
5962,18-Jul-06,,
5963,18-Jul-06,18-Jul-06,18-Jul-06
5964,19-Jul-06,19-Jul-06,19-Jul-06
5965,19-Jul-06,19-Jul-06,20-Jul-06
5967,19-Jul-06,19-Jul-06,08-Nov-07
5968,19-Jul-06,19-Jul-06,19-Jul-06
5969,19-Jul-06,19-Jul-06,19-Jul-06
5970,19-Jul-06,19-Jul-06,19-Jul-06
5971,19-Jul-06,19-Jul-06,31-Jan-07
5972,19-Jul-06,19-Jul-06,20-Jul-06
5973,19-Jul-06,,
5974,19-Jul-06,19-Jul-06,07-Jan-08
5975,20-Jul-06,20-Jul-06,08-Nov-07
5976,20-Jul-06,20-Jul-06,25-Jul-06
5977,20-Jul-06,20-Jul-06,24-Jul-06
5979,21-Jul-06,21-Jul-06,21-Jul-06
5980,21-Jul-06,21-Jul-06,08-Nov-07
5981,21-Jul-06,21-Jul-06,08-Nov-07
5982,21-Jul-06,21-Jul-06,07-Jan-08
5982,21-Jul-06,21-Jul-06,07-Jan-08
5983,21-Jul-06,25-Jul-06,14-Mar-08
5984,22-Jul-06,22-Jul-06,31-Jan-07
5984,22-Jul-06,22-Jul-06,31-Jan-07
5985,24-Jul-06,24-Jul-06,26-Jul-06
5986,24-Jul-06,24-Jul-06,31-Jul-06
5987,24-Jul-06,24-Jul-06,24-Jul-06
5991,24-Jul-06,07-Aug-06,05-Sep-06
5992,24-Jul-06,24-Jul-06,13-Mar-07
5993,24-Jul-06,24-Jul-06,22-Feb-07
5993,24-Jul-06,24-Jul-06,22-Feb-07
5994,24-Jul-06,24-Jul-06,08-Jan-07
5995,24-Jul-06,24-Jul-06,25-Jul-06
5996,25-Jul-06,25-Jul-06,25-Jul-06
5997,25-Jul-06,21-Aug-06,05-Sep-06
5999,25-Jul-06,25-Jul-06,07-Aug-06
6002,25-Jul-06,25-Jul-06,09-Nov-07
6003,25-Jul-06,25-Jul-06,28-Jul-06
6004,25-Jul-06,08-Aug-06,05-Jun-07
6004,25-Jul-06,08-Aug-06,05-Jun-07
6005,25-Jul-06,25-Jul-06,16-Oct-06
6005,25-Jul-06,25-Jul-06,16-Oct-06
6006,25-Jul-06,25-Jul-06,25-Jul-06
6008,26-Jul-06,26-Jul-06,09-Nov-07
6009,26-Jul-06,26-Jul-06,26-Jul-06
6009,26-Jul-06,26-Jul-06,26-Jul-06
6010,26-Jul-06,26-Jul-06,27-Jul-06
6011,27-Jul-06,27-Jul-06,27-Jul-06
6012,11-Aug-06,11-Aug-06,11-Aug-06
6012,11-Aug-06,11-Aug-06,11-Aug-06
6014,27-Jul-06,27-Jul-06,27-Jul-06
6015,27-Jul-06,27-Jul-06,09-Nov-07
6016,27-Jul-06,27-Jul-06,27-Jul-06
6017,27-Jul-06,27-Jul-06,27-Jul-06
6018,27-Jul-06,27-Jul-06,17-Oct-07
6019,27-Jul-06,27-Jul-06,31-Jan-07
6021,28-Jul-06,28-Jul-06,07-Aug-06
6022,28-Jul-06,28-Jul-06,28-Jul-06
6024,28-Jul-06,31-Jul-06,04-Aug-06
6024,28-Jul-06,31-Jul-06,04-Aug-06
6025,28-Jul-06,28-Jul-06,28-Jul-06
6026,28-Jul-06,28-Jul-06,01-Aug-06
6026,28-Jul-06,28-Jul-06,01-Aug-06
6027,28-Jul-06,28-Jul-06,09-Nov-07
6028,31-Jul-06,31-Jul-06,31-Jul-06
6029,31-Jul-06,09-Feb-07,09-Feb-07
6030,31-Jul-06,31-Jul-06,09-Nov-07
6031,31-Jul-06,31-Jul-06,31-Jul-06
6032,31-Jul-06,31-Jul-06,29-Apr-08
6032,31-Jul-06,31-Jul-06,29-Apr-08
6032,31-Jul-06,31-Jul-06,29-Apr-08
6033,31-Jul-06,31-Jul-06,07-Aug-06
6034,01-Aug-06,01-Aug-06,03-Aug-06
6035,31-Jul-06,31-Jul-06,05-Jun-07
6036,01-Aug-06,01-Aug-06,31-Aug-06
6037,01-Aug-06,01-Aug-06,
6038,01-Aug-06,01-Aug-06,
6038,01-Aug-06,01-Aug-06,
6040,01-Aug-06,01-Aug-06,17-Oct-07
6041,01-Aug-06,01-Aug-06,09-Nov-07
6042,01-Aug-06,01-Aug-06,01-Aug-06
6043,01-Aug-06,03-Aug-06,09-Nov-07
6043,01-Aug-06,03-Aug-06,09-Nov-07
6043,01-Aug-06,03-Aug-06,09-Nov-07
6044,01-Aug-06,01-Aug-06,07-Aug-06
6046,02-Aug-06,08-Aug-06,09-Aug-06
6047,02-Aug-06,02-Aug-06,09-Nov-07
6048,02-Aug-06,02-Aug-06,08-Aug-06
6048,02-Aug-06,02-Aug-06,08-Aug-06
6049,02-Aug-06,02-Aug-06,29-Sep-06
6050,03-Aug-06,03-Aug-06,03-Aug-06
6051,03-Aug-06,03-Aug-06,03-Aug-06
6051,03-Aug-06,03-Aug-06,03-Aug-06
6052,03-Aug-06,03-Aug-06,09-Nov-07
6054,04-Aug-06,04-Aug-06,04-Aug-06
6055,04-Aug-06,04-Aug-06,04-Aug-06
6056,04-Aug-06,04-Aug-06,08-Sep-06
6056,04-Aug-06,04-Aug-06,08-Sep-06
6056,04-Aug-06,04-Aug-06,08-Sep-06
6056,04-Aug-06,04-Aug-06,08-Sep-06
6058,04-Aug-06,04-Aug-06,
6059,04-Aug-06,04-Aug-06,04-Aug-06
6060,04-Aug-06,,
6061,04-Aug-06,04-Aug-06,09-Nov-07
6062,04-Aug-06,04-Aug-06,04-Aug-06
6063,04-Aug-06,04-Aug-06,07-Aug-06
6063,04-Aug-06,04-Aug-06,07-Aug-06
6064,07-Aug-06,07-Aug-06,07-Aug-06
6065,07-Aug-06,07-Aug-06,07-Aug-06
6066,07-Aug-06,07-Aug-06,29-Sep-06
6067,07-Aug-06,07-Aug-06,07-Aug-06
6068,07-Aug-06,07-Aug-06,07-Aug-06
6069,07-Aug-06,07-Aug-06,07-Aug-06
6069,07-Aug-06,07-Aug-06,07-Aug-06
6070,07-Aug-06,07-Aug-06,07-Aug-06
6071,07-Aug-06,07-Aug-06,08-Aug-06
6072,07-Aug-06,07-Aug-06,31-Jan-07
6072,07-Aug-06,07-Aug-06,31-Jan-07
6072,07-Aug-06,07-Aug-06,31-Jan-07
6073,08-Aug-06,08-Aug-06,08-Aug-06
6074,08-Aug-06,08-Aug-06,05-Dec-06
6075,08-Aug-06,08-Aug-06,13-Feb-07
6075,08-Aug-06,08-Aug-06,13-Feb-07
6075,08-Aug-06,08-Aug-06,13-Feb-07
6075,08-Aug-06,08-Aug-06,13-Feb-07
6077,08-Aug-06,08-Aug-06,09-Aug-06
6078,08-Aug-06,08-Aug-06,08-Aug-06
6078,08-Aug-06,08-Aug-06,08-Aug-06
6079,08-Aug-06,08-Aug-06,08-Aug-06
6080,08-Aug-06,08-Aug-06,
6080,08-Aug-06,08-Aug-06,
6081,08-Aug-06,08-Aug-06,14-Mar-08
6082,09-Aug-06,09-Aug-06,09-Aug-06
6083,09-Aug-06,09-Aug-06,09-Aug-06
6084,09-Aug-06,14-Aug-06,27-Oct-06
6085,09-Aug-06,09-Aug-06,18-Aug-06
6085,09-Aug-06,09-Aug-06,18-Aug-06
6086,09-Aug-06,09-Aug-06,10-Aug-06
6087,09-Aug-06,09-Aug-06,05-Jan-07
6088,09-Aug-06,09-Aug-06,29-Nov-06
6089,09-Aug-06,09-Aug-06,09-Aug-06
6090,10-Aug-06,14-Aug-06,04-Oct-06
6091,10-Aug-06,10-Aug-06,10-Aug-06
6091,10-Aug-06,10-Aug-06,10-Aug-06
6092,10-Aug-06,10-Aug-06,08-Jan-07
6094,11-Aug-06,11-Aug-06,11-Aug-06
6094,11-Aug-06,11-Aug-06,11-Aug-06
6095,11-Aug-06,11-Aug-06,11-Aug-06
6095,11-Aug-06,11-Aug-06,11-Aug-06
6096,11-Aug-06,11-Aug-06,14-Aug-06
6097,14-Aug-06,14-Aug-06,14-Aug-06
6098,14-Aug-06,14-Aug-06,14-Aug-06
6103,14-Aug-06,14-Aug-06,
6104,14-Aug-06,14-Aug-06,
6105,14-Aug-06,14-Aug-06,
6105,14-Aug-06,14-Aug-06,
6106,14-Aug-06,14-Aug-06,18-Aug-06
6107,14-Aug-06,14-Aug-06,30-May-07
6108,14-Aug-06,14-Aug-06,14-Aug-06
6111,15-Aug-06,15-Aug-06,15-Aug-06
6111,15-Aug-06,15-Aug-06,15-Aug-06
6111,15-Aug-06,15-Aug-06,15-Aug-06
6112,15-Aug-06,15-Aug-06,29-Aug-06
6113,15-Aug-06,15-Aug-06,15-Aug-06
6114,15-Aug-06,15-Aug-06,15-Aug-06
6115,15-Aug-06,15-Aug-06,16-Oct-06
6116,15-Aug-06,15-Aug-06,16-Oct-06
6117,15-Aug-06,15-Aug-06,15-Aug-06
6118,15-Aug-06,15-Aug-06,
6118,15-Aug-06,15-Aug-06,
6118,15-Aug-06,15-Aug-06,
6119,16-Aug-06,17-Aug-06,26-Sep-06
6122,16-Aug-06,16-Aug-06,16-Oct-06
6122,16-Aug-06,16-Aug-06,16-Oct-06
6123,16-Aug-06,16-Aug-06,16-Aug-06
6124,16-Aug-06,16-Aug-06,17-Aug-06
6125,16-Aug-06,16-Aug-06,17-Aug-06
6126,17-Aug-06,17-Aug-06,18-Aug-06
6127,17-Aug-06,17-Aug-06,20-Nov-07
6128,17-Aug-06,17-Aug-06,17-Aug-06
6129,18-Aug-06,18-Aug-06,22-Aug-06
6130,18-Aug-06,18-Aug-06,18-Aug-06
6131,18-Aug-06,18-Aug-06,
6132,18-Aug-06,25-Aug-06,
6133,18-Aug-06,22-Aug-06,08-Jan-07
6134,18-Aug-06,18-Aug-06,08-Jan-07
6135,21-Aug-06,21-Aug-06,21-Aug-06
6136,21-Aug-06,21-Aug-06,21-Aug-06
6137,21-Aug-06,21-Aug-06,16-Oct-06
6138,21-Aug-06,21-Aug-06,30-Aug-06
6139,21-Aug-06,21-Aug-06,22-Aug-06
6140,21-Aug-06,21-Aug-06,21-Aug-06
6141,21-Aug-06,22-Aug-06,22-Aug-06
6142,22-Aug-06,,
6143,22-Aug-06,22-Aug-06,23-Aug-06
6144,22-Aug-06,22-Aug-06,14-Sep-06
6145,22-Aug-06,22-Aug-06,22-Aug-06
6146,23-Aug-06,23-Aug-06,13-May-08
6147,23-Aug-06,23-Aug-06,
6148,23-Aug-06,23-Aug-06,16-Oct-06
6149,23-Aug-06,23-Aug-06,23-Aug-06
6150,23-Aug-06,23-Aug-06,12-Mar-07
6151,23-Aug-06,23-Aug-06,24-Aug-06
6152,24-Aug-06,24-Aug-06,24-Aug-06
6153,24-Aug-06,24-Aug-06,24-Aug-06
6154,24-Aug-06,24-Aug-06,24-Aug-06
6155,24-Aug-06,24-Aug-06,24-Aug-06
6156,24-Aug-06,24-Aug-06,04-Sep-06
6157,24-Aug-06,24-Aug-06,25-Aug-06
6158,24-Aug-06,24-Aug-06,09-Nov-07
6160,25-Aug-06,,08-Jan-07
6161,28-Aug-06,28-Aug-06,09-Jan-07
6162,29-Aug-06,29-Aug-06,29-Aug-06
6163,29-Aug-06,29-Aug-06,30-Aug-06
6163,29-Aug-06,29-Aug-06,30-Aug-06
6164,29-Aug-06,30-Aug-06,30-Aug-06
6167,29-Aug-06,29-Aug-06,16-Oct-06
6168,29-Aug-06,30-Aug-06,08-Jan-07
6169,29-Aug-06,29-Aug-06,
6170,29-Aug-06,29-Aug-06,29-Aug-06
6171,29-Aug-06,29-Aug-06,04-Sep-06
6172,29-Aug-06,29-Aug-06,08-Jan-07
6173,30-Aug-06,30-Aug-06,11-Sep-06
6174,30-Aug-06,30-Aug-06,29-Sep-06
6174,30-Aug-06,30-Aug-06,29-Sep-06
6175,30-Aug-06,30-Aug-06,30-Aug-06
6176,30-Aug-06,30-Aug-06,30-Aug-06
6177,30-Aug-06,30-Aug-06,04-Sep-06
6178,30-Aug-06,30-Aug-06,23-Nov-07
6178,30-Aug-06,30-Aug-06,23-Nov-07
6179,30-Aug-06,30-Aug-06,09-Nov-07
6179,30-Aug-06,30-Aug-06,09-Nov-07
6180,30-Aug-06,30-Aug-06,13-May-08
6181,31-Aug-06,31-Aug-06,31-Aug-06
6182,31-Aug-06,31-Aug-06,
6183,31-Aug-06,31-Aug-06,31-Aug-06
6184,31-Aug-06,31-Aug-06,31-Aug-06
6185,31-Aug-06,31-Aug-06,31-Aug-06
6186,31-Aug-06,31-Aug-06,04-Sep-06
6187,31-Aug-06,31-Aug-06,16-Oct-06
6188,31-Aug-06,31-Aug-06,31-Aug-06
6189,31-Aug-06,31-Aug-06,05-Sep-06
6190,31-Aug-06,31-Aug-06,22-May-08
6190,31-Aug-06,31-Aug-06,22-May-08
6191,01-Sep-06,01-Sep-06,14-Sep-06
6192,01-Sep-06,01-Sep-06,09-Nov-07
6193,01-Sep-06,01-Sep-06,05-Dec-06
6194,01-Sep-06,01-Sep-06,01-Sep-06
6195,01-Sep-06,01-Sep-06,22-Feb-07
6196,01-Sep-06,01-Sep-06,01-Sep-06
6197,01-Sep-06,01-Sep-06,08-Jan-07
6198,04-Sep-06,04-Sep-06,29-Sep-06
6199,04-Sep-06,04-Sep-06,04-Sep-06
6200,04-Sep-06,,07-Jan-08
6201,04-Sep-06,04-Sep-06,11-Sep-06
6202,04-Sep-06,04-Sep-06,06-Sep-06
6202,04-Sep-06,04-Sep-06,06-Sep-06
6203,04-Sep-06,04-Sep-06,08-Sep-06
6203,04-Sep-06,04-Sep-06,08-Sep-06
6204,04-Sep-06,04-Sep-06,03-Oct-06
6205,04-Sep-06,04-Sep-06,27-Nov-06
6206,05-Sep-06,05-Sep-06,05-Sep-06
6207,05-Sep-06,05-Sep-06,05-Sep-06
6208,05-Sep-06,05-Sep-06,05-Sep-06
6209,05-Sep-06,05-Sep-06,07-Jan-08
6210,05-Sep-06,05-Sep-06,05-Sep-06
6211,05-Sep-06,05-Sep-06,16-Oct-06
6212,05-Sep-06,05-Sep-06,19-Oct-06
6213,05-Sep-06,05-Sep-06,06-Sep-06
6214,06-Sep-06,06-Sep-06,07-Sep-06
6215,06-Sep-06,06-Sep-06,07-Sep-06
6215,06-Sep-06,06-Sep-06,07-Sep-06
6216,06-Sep-06,06-Sep-06,07-Sep-06
6216,06-Sep-06,06-Sep-06,07-Sep-06
6218,06-Sep-06,06-Sep-06,08-Sep-06
6220,07-Sep-06,26-Sep-06,26-Sep-06
6221,07-Sep-06,07-Sep-06,
6222,07-Sep-06,07-Sep-06,09-Nov-07
6222,07-Sep-06,07-Sep-06,09-Nov-07
6223,07-Sep-06,07-Sep-06,07-Sep-06
6224,07-Sep-06,07-Sep-06,20-Nov-07
6225,07-Sep-06,07-Sep-06,14-Sep-06
6227,07-Sep-06,07-Sep-06,13-Sep-06
6228,07-Sep-06,07-Sep-06,
6229,08-Sep-06,,08-Sep-06
6230,08-Sep-06,08-Sep-06,05-Jun-07
6230,08-Sep-06,08-Sep-06,05-Jun-07
6230,08-Sep-06,08-Sep-06,05-Jun-07
6231,08-Sep-06,08-Sep-06,29-Sep-06
6232,08-Sep-06,08-Sep-06,11-Sep-06
6233,11-Sep-06,11-Sep-06,29-Sep-06
6234,11-Sep-06,11-Sep-06,05-Dec-06
6235,11-Sep-06,11-Sep-06,
6236,11-Sep-06,11-Sep-06,09-Nov-07
6236,11-Sep-06,11-Sep-06,09-Nov-07
6237,12-Sep-06,12-Sep-06,12-Sep-06
6238,12-Sep-06,12-Sep-06,12-Sep-06
6239,12-Sep-06,12-Sep-06,27-Oct-06
6241,13-Sep-06,13-Sep-06,13-Sep-06
6244,13-Sep-06,13-Sep-06,13-Sep-06
6245,13-Sep-06,13-Sep-06,13-Sep-06
6246,13-Sep-06,13-Sep-06,13-Sep-06
6246,13-Sep-06,13-Sep-06,13-Sep-06
6247,13-Sep-06,,13-Sep-06
6248,13-Sep-06,13-Sep-06,27-Nov-06
6249,13-Sep-06,14-Sep-06,
6250,13-Sep-06,13-Sep-06,29-Sep-06
6251,13-Sep-06,13-Sep-06,10-Jan-07
6252,14-Sep-06,14-Sep-06,14-Sep-06
6253,14-Sep-06,14-Sep-06,19-Sep-06
6254,14-Sep-06,14-Sep-06,14-Sep-06
6255,14-Sep-06,14-Sep-06,
6256,14-Sep-06,14-Sep-06,14-Sep-06
6257,14-Sep-06,14-Sep-06,20-Sep-06
6257,14-Sep-06,14-Sep-06,20-Sep-06
6258,15-Sep-06,15-Sep-06,05-Jun-07
6258,15-Sep-06,15-Sep-06,05-Jun-07
6259,18-Sep-06,18-Sep-06,18-Sep-06
6260,18-Sep-06,18-Sep-06,18-Sep-06
6261,18-Sep-06,22-Oct-07,23-Oct-07
6262,18-Sep-06,18-Sep-06,22-Sep-06
6263,18-Sep-06,18-Sep-06,16-Oct-06
6264,18-Sep-06,26-Sep-06,14-Mar-08
6265,18-Sep-06,18-Sep-06,18-Sep-06
6266,18-Sep-06,18-Sep-06,20-Mar-08
6266,18-Sep-06,18-Sep-06,20-Mar-08
6266,18-Sep-06,18-Sep-06,20-Mar-08
6266,18-Sep-06,18-Sep-06,20-Mar-08
6268,19-Sep-06,19-Sep-06,19-Sep-06
6269,20-Sep-06,20-Sep-06,22-Feb-07
6270,20-Sep-06,20-Sep-06,16-Oct-06
6271,20-Sep-06,20-Sep-06,20-Sep-06
6272,20-Sep-06,20-Sep-06,28-Sep-06
6273,21-Sep-06,22-Sep-06,02-Jan-07
6273,21-Sep-06,22-Sep-06,02-Jan-07
6274,21-Sep-06,21-Sep-06,21-Sep-06
6274,21-Sep-06,21-Sep-06,21-Sep-06
6275,21-Sep-06,21-Sep-06,21-Sep-06
6275,21-Sep-06,21-Sep-06,21-Sep-06
6276,21-Sep-06,21-Sep-06,09-Nov-07
6276,21-Sep-06,21-Sep-06,09-Nov-07
6277,21-Sep-06,21-Sep-06,21-Sep-06
6278,21-Sep-06,21-Sep-06,21-Sep-06
6278,21-Sep-06,21-Sep-06,21-Sep-06
6279,21-Sep-06,21-Sep-06,21-Sep-06
6282,22-Sep-06,22-Sep-06,03-Nov-06
6283,22-Sep-06,22-Sep-06,28-Sep-06
6285,25-Sep-06,25-Sep-06,25-Sep-06
6286,25-Sep-06,25-Sep-06,25-Sep-06
6287,25-Sep-06,25-Sep-06,29-Sep-06
6288,25-Sep-06,25-Sep-06,27-Oct-06
6289,25-Sep-06,25-Sep-06,28-Sep-06
6291,26-Sep-06,26-Sep-06,26-Sep-06
6292,26-Sep-06,,
6293,26-Sep-06,26-Sep-06,22-Feb-07
6293,26-Sep-06,26-Sep-06,22-Feb-07
6294,26-Sep-06,26-Sep-06,26-Sep-06
6295,26-Sep-06,26-Sep-06,16-Oct-06
6297,27-Sep-06,27-Sep-06,27-Sep-06
6298,27-Sep-06,27-Sep-06,22-Feb-07
6298,27-Sep-06,27-Sep-06,22-Feb-07
6299,27-Sep-06,27-Sep-06,23-Nov-07
6300,27-Sep-06,27-Sep-06,22-Feb-07
6301,27-Sep-06,27-Sep-06,16-Oct-06
6302,27-Sep-06,27-Sep-06,28-Sep-06
6304,28-Sep-06,28-Sep-06,28-Sep-06
6305,28-Sep-06,28-Sep-06,28-Sep-06
6306,28-Sep-06,28-Sep-06,16-Oct-06
6306,28-Sep-06,28-Sep-06,16-Oct-06
6307,28-Sep-06,28-Sep-06,07-Jan-08
6308,28-Sep-06,28-Sep-06,04-Oct-06
6309,28-Sep-06,28-Sep-06,02-Oct-06
6312,29-Sep-06,29-Sep-06,29-Sep-06
6313,30-Sep-06,30-Sep-06,30-Sep-06
6314,02-Oct-06,02-Oct-06,26-Feb-07
6316,02-Oct-06,02-Oct-06,02-Oct-06
6317,02-Oct-06,02-Oct-06,02-Oct-06
6318,02-Oct-06,02-Oct-06,02-Oct-06
6319,02-Oct-06,02-Oct-06,03-Oct-06
6319,02-Oct-06,02-Oct-06,03-Oct-06
6321,02-Oct-06,02-Oct-06,27-Oct-06
6322,02-Oct-06,02-Oct-06,09-Oct-06
6323,02-Oct-06,02-Oct-06,22-Feb-07
6326,03-Oct-06,21-Dec-06,13-May-08
6326,03-Oct-06,21-Dec-06,13-May-08
6329,03-Oct-06,03-Oct-06,04-Oct-06
6329,03-Oct-06,03-Oct-06,04-Oct-06
6330,03-Oct-06,03-Oct-06,22-Feb-07
6331,03-Oct-06,03-Oct-06,03-Oct-06
6332,03-Oct-06,03-Oct-06,02-Jan-07
6333,03-Oct-06,03-Oct-06,22-Dec-06
6334,03-Oct-06,03-Oct-06,11-Oct-06
6338,04-Oct-06,04-Oct-06,04-Oct-06
6340,04-Oct-06,04-Oct-06,04-Oct-06
6341,04-Oct-06,04-Oct-06,04-Oct-06
6342,04-Oct-06,04-Oct-06,13-Oct-06
6344,04-Oct-06,04-Oct-06,16-Oct-06
6345,05-Oct-06,05-Oct-06,05-Oct-06
6346,05-Oct-06,05-Oct-06,05-Oct-06
6347,05-Oct-06,05-Oct-06,06-Oct-06
6348,05-Oct-06,05-Oct-06,22-Feb-07
6352,06-Oct-06,06-Oct-06,06-Oct-06
